ws,trans
6400.0,-0.0016260402360685963
6420.0,-0.0027100670601143276
6440.0,-0.0032520804721371927
6460.0,-0.0016260402360685963
6480.0,-0.0032520804721371927
6500.0,-0.004336107296182924
6520.0,-0.001084026824045731
6540.0,-0.0005420134120228655
6560.0,-0.0005420134120228655
6580.0,0.0
6600.0,-0.001084026824045731
6620.0,-0.001084026824045731
6640.0,0.0016260402360685963
6660.0,0.0032520804721371927
6680.0,0.005962147532251521
6700.0,0.007588187768320117
6720.0,0.010298254828434444
6740.0,0.015176375536640235
6760.0,0.023848590129006083
6780.0,0.03902496566564631
6800.0,0.06178952897060666
6820.0,0.10189852146029871
6840.0,0.16910818455113405
6860.0,0.27859489377975283
6880.0,0.45312321245111553
6900.0,0.7262979721106397
6920.0,1.1393121920720632
6940.0,1.705174194223935
6960.0,2.4092496164416373
6980.0,3.1772826212780374
7000.0,3.8634716008989853
7020.0,4.395186758093416
7040.0,4.739907288139959
7060.0,4.936658156704259
7080.0,5.0374726513405115
7100.0,5.072703523121998
7120.0,5.0949260730149355
7140.0,5.120942716792033
7160.0,5.144791306921039
7180.0,5.1529215081013815
7200.0,5.143707280096994
7220.0,5.129614931384399
7240.0,5.1361190923286735
7260.0,5.140455199624856
7280.0,5.144791306921039
7300.0,5.149669427629245
7320.0,5.141539226448902
7340.0,5.137203119152719
7360.0,5.132867011856536
7380.0,5.149669427629245
7400.0,5.14695936056913
7420.0,5.154005534925428
7440.0,5.144791306921039
7460.0,5.10522432784337
7480.0,5.110102448551576
7500.0,5.118232649731919
7520.0,5.1155225826718045
7540.0,5.126362850912262
7560.0,5.128530904560353
7580.0,5.112270502199667
7600.0,5.08625385842257
7620.0,5.070535469473906
7640.0,5.073245536534021
7660.0,5.056443120761313
7680.0,5.051022986641083
7700.0,5.045060839108832
7720.0,5.046144865932877
7740.0,5.0699934560618845
7760.0,5.08625385842257
7780.0,5.111728488787644
7800.0,5.123110770440125
7820.0,5.129614931384399
7840.0,5.170807950698137
7860.0,5.182190232350617
7880.0,5.147501373981154
7900.0,5.116064596083827
7920.0,5.121484730204056
7940.0,5.148043387393177
7960.0,5.1529215081013815
7980.0,5.150211441041268
8000.0,5.132324998444513
8020.0,5.109560435139553
8040.0,5.129614931384399
8060.0,5.150211441041268
8080.0,5.150211441041268
8100.0,5.1442492935090165
8120.0,5.129614931384399
8140.0,5.096552113251004
8160.0,5.099262180311118
8180.0,5.084085804774478
8200.0,5.08625385842257
8220.0,5.113896542435736
8240.0,5.096010099838981
8260.0,5.132867011856536
8280.0,5.171891977522183
8300.0,5.151295467865314
8320.0,5.103598287607301
8340.0,5.036388624516467
8360.0,4.878662721617813
8380.0,4.578929304769168
8400.0,4.084071059592291
8420.0,3.429860871280693
8440.0,2.6645379335044064
8460.0,2.0889196899361235
8480.0,1.6569350005538999
8500.0,1.3962265493709016
8520.0,1.0585521936806563
8540.0,0.7848354206091093
8560.0,0.6238574372383182
8580.0,0.38049341524005154
8600.0,0.28022093401582143
8620.0,0.2195154318692605
8640.0,0.18103247961563707
8660.0,0.03902496566564631
8680.0,0.11111274946468741
8700.0,-0.05962147532251521
8720.0,0.049865233906103625
8740.0,-0.03902496566564631
8760.0,0.047697180258012166
8780.0,0.011924295064503041
8800.0,0.005420134120228655
8820.0,0.048781207082057895
8840.0,-0.033062818133394796
8860.0,0.0037940938841600587
8880.0,0.014092348712594504
8900.0,0.01788644259675456
8920.0,-0.025474630365074677
8940.0,-0.027100670601143274
8960.0,0.02601664377709754
8980.0,0.01680241577270883
9000.0,0.011382281652480175
