ws,trans
6430.0,0.0
6455.0,0.0016917764442041516
6480.0,0.005075329449027777
6505.0,0.0067671057768166065
6530.0,0.0067671057768166065
6555.0,0.005075329449027777
6580.0,0.005075329449027777
6605.0,0.0067671057768166065
6630.0,0.015225987881422043
6655.0,0.03214375302195549
6680.0,0.05752040073275566
6705.0,0.09473948180675507
6730.0,0.1742529720067978
6755.0,0.3282046318054199
6780.0,0.5819711089134216
6805.0,0.949086606502533
6830.0,1.4194004535675049
6855.0,1.969227910041809
6880.0,2.5850343704223633
6905.0,3.2955806255340576
6930.0,4.073797702789307
6955.0,4.833405017852783
6980.0,5.469513416290283
7005.0,5.92629337310791
7030.0,6.3593878746032715
7055.0,6.750187873840332
7080.0,7.041173934936523
7105.0,7.161289691925049
7130.0,7.046248912811279
7155.0,6.670674800872803
7180.0,6.361079216003418
7205.0,6.467661380767822
7230.0,6.628379821777344
7255.0,6.5843939781188965
7280.0,6.476120471954346
7305.0,6.462585926055908
7330.0,6.570859432220459
7355.0,6.550558567047119
7380.0,6.464277744293213
7405.0,6.406757354736328
7430.0,6.3593878746032715
7455.0,6.305251121520996
7480.0,6.227428913116455
7505.0,6.120846748352051
7530.0,6.031183242797852
7555.0,6.0125732421875
7580.0,5.883998394012451
7605.0,2.4919867515563965
7630.0,3.5459635257720947
7655.0,4.479824066162109
7680.0,5.582862377166748
7705.0,5.508424282073975
7730.0,5.452595233917236
7755.0,5.378157615661621
7780.0,5.2935686111450195
7805.0,5.205596446990967
7830.0,5.1193156242370605
7855.0,5.041493892669678
7880.0,4.980589866638184
7905.0,4.941679000854492
7930.0,4.933219909667969
7955.0,4.941679000854492
7980.0,4.951829433441162
8005.0,4.945062160491943
8030.0,4.89938497543335
8055.0,4.80464506149292
8080.0,4.665919303894043
8105.0,4.4696736335754395
8130.0,4.105941295623779
8155.0,3.5375044345855713
8180.0,2.857410430908203
8205.0,2.1587066650390625
8230.0,1.5242905616760254
8255.0,1.0201412439346313
8280.0,0.6394914984703064
8305.0,0.36880725622177124
8330.0,0.19793784618377686
8355.0,0.11504080146551132
8380.0,0.08120527118444443
8405.0,0.05582862347364426
8430.0,0.033835530281066895
8455.0,0.021993093192577362
8480.0,0.016917765140533447
8505.0,0.015225987881422043
8530.0,0.015225987881422043
8555.0,0.013534211553633213
8580.0,0.008458882570266724
8605.0,0.0033835528884083033
8630.0,0.0
