ws,trans
6400.0,0.001041369938624209
6410.0,0.0
6420.0,0.0
6430.0,0.001041369938624209
6440.0,0.001041369938624209
6450.0,0.002082734555855748
6460.0,0.002082734555855748
6470.0,0.001041369938624209
6480.0,0.001041369938624209
6490.0,0.0
6500.0,0.0
6510.0,0.001041369938624209
6520.0,0.002082734555855748
6530.0,0.002082734555855748
6540.0,0.0031241044944799565
6550.0,0.0031241044944799565
6560.0,0.0031241044944799565
6570.0,0.0031241044944799565
6580.0,0.002082734555855748
6590.0,0.002082734555855748
6600.0,0.002082734555855748
6610.0,0.002082734555855748
6620.0,0.0031241044944799565
6630.0,0.005206844371728375
6640.0,0.006248219631745254
6650.0,0.007289562963406112
6660.0,0.008330959508993672
6670.0,0.00937230284065453
6680.0,0.011455042717902948
6690.0,0.013537782595151366
6700.0,0.015620522472399785
6710.0,0.01874465889523576
6720.0,0.021868742104145036
6730.0,0.02707556519030273
6740.0,0.03332378482204799
6750.0,0.04165474433104165
6760.0,0.05206844371728375
6770.0,0.06560638595421522
6780.0,0.0812268019987616
6790.0,0.10517839040800847
6800.0,0.1312122397691634
6810.0,0.1697428476773691
6820.0,0.21348043831351257
6830.0,0.27387984153979
6840.0,0.3426104171307679
6850.0,0.4373748420829007
6860.0,0.5425532324909093
6870.0,0.5665048209001561
6880.0,0.7560315422473537
6890.0,0.9497302354481059
6900.0,1.180912818618806
6910.0,1.4891544890488493
6920.0,1.8161487472492068
6930.0,2.176460244958628
6940.0,2.537814735631438
6950.0,2.927287465174379
6960.0,3.2948892708421806
6970.0,3.6749910278926343
6980.0,4.018641245151189
6990.0,4.287313039684507
7000.0,4.55286117672033
7010.0,4.749683527418577
7020.0,4.928796283309899
7030.0,5.043349903324531
7040.0,5.150607893988113
7050.0,5.212048693759978
7060.0,5.266199185573463
7070.0,5.293274431480206
7080.0,5.3109787048944606
7090.0,5.320349677386948
7100.0,5.3213926703503365
7110.0,5.3182690128528405
7120.0,5.316188348318733
7130.0,5.3109787048944606
7140.0,5.305774382862858
7150.0,5.2974410819410895
7160.0,5.2943174244435935
7170.0,5.214129358294085
7180.0,5.151650886951502
7190.0,5.055844533314514
7200.0,5.095414409211239
7210.0,5.157898201946493
7220.0,5.26099486354186
7230.0,5.198511070806607
7240.0,5.118328326049768
7250.0,5.125613312615477
7260.0,5.164145516941484
7270.0,5.144360578993122
7280.0,5.133946613537246
7290.0,5.157898201946493
7300.0,5.202677721267491
7310.0,5.169355160365757
7320.0,5.2068443717283746
7330.0,5.2339196176351175
7340.0,5.232876624671729
7350.0,5.2266293096767376
7360.0,5.220381994681746
7370.0,5.215172351257473
7380.0,5.22454332374996
7390.0,5.2099680292258705
7400.0,5.204758385801598
7410.0,5.200591735340714
7420.0,5.197468077843218
7430.0,5.188097105350731
7440.0,5.178726132858244
7450.0,5.165188509904873
7460.0,5.152688558522219
7470.0,5.151650886951502
7480.0,5.152688558522219
7490.0,5.149564901024724
7500.0,5.147484236490617
7510.0,5.14540357195651
7520.0,5.143317586029732
7530.0,5.143317586029732
7540.0,5.144360578993122
7550.0,5.14540357195651
7560.0,5.146441243527228
7570.0,5.149564901024724
7580.0,5.151650886951502
7590.0,5.132903620573857
7600.0,2.641949068797524
7610.0,2.122309753145143
7620.0,3.93116819243597
7630.0,2.8585563574441344
7640.0,3.416727877422522
7650.0,3.836399510369701
7660.0,4.317511943088745
7670.0,4.583060080124568
7680.0,4.835075915599689
7690.0,4.880893106491405
7700.0,4.937129584231668
7710.0,4.952747871719146
7720.0,4.952747871719146
7730.0,4.955871529216642
7740.0,4.960038179677526
7750.0,4.965242501709129
7760.0,4.969409152170013
7770.0,4.976699460128393
7780.0,4.982946775123384
7790.0,4.982946775123384
7800.0,4.980866110589277
7810.0,4.9787801246625
7820.0,4.976699460128393
7830.0,4.981909103552667
7840.0,4.98607043262088
7850.0,4.980866110589277
7860.0,4.972532809667509
7870.0,4.955871529216642
7880.0,4.942333906263271
7890.0,4.927753290346511
7900.0,4.905887687864041
7910.0,4.905887687864041
7920.0,4.897554386942272
7930.0,4.888183414449786
7940.0,4.894430729444777
7950.0,4.886102749915679
7960.0,4.867355483538034
7970.0,4.872565126962308
7980.0,4.886102749915679
7990.0,4.881936099454794
8000.0,4.875688784459803
8010.0,4.8663124905746455
8020.0,4.8569415180821585
8030.0,4.8527748676212745
8040.0,4.8527748676212745
8050.0,4.859027504008936
8060.0,4.868398476501423
8070.0,4.8663124905746455
8080.0,4.868398476501423
8090.0,4.851737196050556
8100.0,4.8361135871704075
8110.0,4.821538292646318
8120.0,4.796543711273682
8130.0,4.7725921228644355
8140.0,4.706984672631687
8150.0,4.702818022170802
8160.0,4.6299255853723436
8170.0,4.633049242869839
8180.0,4.621592284450575
8190.0,4.692404056714927
8200.0,4.6507535162840945
8210.0,4.758011506947676
8220.0,4.725731939009331
8230.0,4.435189220600873
8240.0,4.689280399217431
8250.0,4.708027665595075
8260.0,4.687199734683324
8270.0,4.734059918538429
8280.0,4.627839599445566
8290.0,4.69032339218082
8300.0,4.670538454232457
8310.0,4.6642911392374655
8320.0,4.6163879624189725
8330.0,4.672619118766564
8340.0,4.628882592408955
8350.0,4.628882592408955
8360.0,4.575775093558858
8370.0,4.549737519222834
8380.0,4.49454403444596
8390.0,4.40811397469413
8400.0,4.305017313098762
8410.0,4.16235077560667
8420.0,4.012393930156198
8430.0,3.8280715308406026
8440.0,3.6010502767381167
8450.0,3.1886689517493174
8460.0,2.7731639692630226
8470.0,2.5648899815381805
8480.0,2.3878578901809657
8490.0,2.2129064633578577
8500.0,2.0389980294981385
8510.0,1.8765465540576833
8520.0,1.717218736114724
8530.0,1.5610092542765897
8540.0,1.4068910797579033
8550.0,1.2694288642974134
8560.0,1.1298859843028164
8570.0,0.9705528449671867
8580.0,0.8153916774851117
8590.0,0.7112520229263556
8600.0,0.6185746481795341
8610.0,0.5477575545225118
8620.0,0.48423609021653985
8630.0,0.43529204899172563
8640.0,0.3821824215845611
8650.0,0.2895002575843364
8660.0,0.20098421190572888
8670.0,0.18432239931559496
8680.0,0.17182564076854423
8690.0,0.11767461681579217
8700.0,0.06560638595421522
8710.0,0.07185423308847355
8720.0,0.0812268019987616
8730.0,0.061440799771864986
8740.0,0.04373748420829007
8750.0,0.060399403226277425
8760.0,0.07706121581641136
8770.0,0.05206844371728375
8780.0,0.024992825313054315
8790.0,0.01978600222689662
8800.0,0.020827345558557475
8810.0,0.03124104494479957
8820.0,0.03644792124488396
8830.0,0.0031241044944799565
8840.0,0.0
8850.0,0.0
8860.0,0.005206844371728375
8870.0,0.021868742104145036
8880.0,0.03436518136763555
8890.0,0.01978600222689662
8900.0,0.0031241044944799565
8910.0,0.0
8920.0,0.0
8930.0,0.0
